Individual,Year,Earnings,Group
740,2,30442.180380648177,JS
740,3,32296.833596848723,JS
740,4,33085.60595707582,JS
740,5,34232.77304387695,JS
740,6,34505.56287825515,JS
740,7,34471.24661528482,JS
740,8,34707.47478654985,JS
740,9,36478.87856457004,JS
740,10,37776.96113696089,JS
740,11,39463.41735118094,JS
741,1,32220.002612588756,JS
741,2,32581.634888039844,JS
741,3,34277.18361616416,JS
741,4,35220.51560321228,JS
741,5,36315.77429139198,JS
741,6,37558.45605452806,JS
741,7,39237.47798739071,JS
741,8,40882.890309524344,JS
741,9,42451.52454657557,JS
741,10,43036.65096580745,JS
741,11,42879.29724036599,JS
742,1,29658.3023413267,JS
742,2,30202.773589442248,JS
742,3,30783.636570604067,JS
742,4,31425.35815321363,JS
742,5,32885.41337936126,JS
742,6,33319.74213364913,JS
742,7,34446.44651467265,JS
742,8,35196.59606947152,JS
742,9,36934.37837873484,JS
742,10,37823.6927740621,JS
742,11,38648.97524148465,JS
743,1,31456.105327438574,JS
743,2,32754.776073493944,JS
743,3,33407.93463296423,JS
743,4,35734.17034578419,JS
743,5,36619.71275790235,JS
743,6,37342.74278148941,JS
743,7,37573.32929274055,JS
743,8,38573.34118540114,JS
743,9,39900.52211517649,JS
743,10,40501.73053426449,JS
743,11,40734.51744073199,JS
744,1,28151.51739428245,JS
744,2,29526.97622594101,JS
744,3,30197.090576947317,JS
744,4,30832.96974314349,JS
744,5,32062.44647357873,JS
744,6,33043.60623519003,JS
744,7,32890.12601624616,JS
744,8,32989.59211908317,JS
744,9,34685.094820875835,JS
744,10,35268.634740608104,JS
744,11,35725.724708224254,JS
745,1,29271.610874628317,JS
745,2,30634.7702017857,JS
745,3,32057.51348668356,JS
745,4,32472.67241148423,JS
745,5,33789.98302419007,JS
745,6,35019.00842967241,JS
745,7,36377.24862503615,JS
745,8,37160.81690602774,JS
745,9,37885.090727741976,JS
745,10,39421.92411247563,JS
745,11,40740.801567413335,JS
746,1,30708.066995203942,JS
746,2,31983.282761196446,JS
746,3,33123.61101592132,JS
746,4,33882.56628357114,JS
746,5,34910.34375553276,JS
746,6,35940.94676599907,JS
746,7,37621.40073553175,JS
746,8,38434.90770624809,JS
746,9,39376.536830784324,JS
746,10,40083.39019055803,JS
746,11,41129.23499929934,JS
747,1,29293.56418878481,JS
747,2,30278.96003034326,JS
747,3,32278.561329037464,JS
747,4,33662.84172924706,JS
747,5,34511.49485364556,JS
747,6,35226.20421095501,JS
747,7,36685.47766088148,JS
747,8,38001.077227717964,JS
747,9,39698.5784358067,JS
747,10,40518.568438674956,JS
747,11,41217.99710641111,JS
748,1,29129.894851699217,JS
748,2,29618.33308131319,JS
748,3,30367.81032449245,JS
748,4,31971.348627943,JS
748,5,33456.37657851877,JS
748,6,34353.383568870784,JS
748,7,35174.823558925586,JS
748,8,36609.50112175284,JS
748,9,37115.9262657101,JS
748,10,37812.98979008702,JS
748,11,38909.315599326124,JS
749,1,28567.602022198826,JS
749,2,29278.399181189954,JS
749,3,30032.393794732463,JS
749,4,31605.178835459843,JS
749,5,32453.77286923363,JS
749,6,32576.81635449921,JS
749,7,33686.03954126413,JS
749,8,34407.21336637178,JS
749,9,34051.212662791055,JS
749,10,35587.295538612976,JS
749,11,36296.62332428926,JS
750,1,30780.31635264787,JS
750,2,32553.496045235388,JS
750,3,33462.31530044751,JS
750,4,33868.4106920619,JS
750,5,34856.19324833232,JS
750,6,35092.69589247417,JS
750,7,36546.22714717799,JS
750,8,37690.54938062931,JS
750,9,38366.75214651055,JS
750,10,39837.75290845432,JS
750,11,41302.192926741685,JS
751,1,29002.930668559828,JS
751,2,29654.32706858326,JS
751,3,30515.312479549964,JS
751,4,31645.72297681426,JS
751,5,33096.407569937735,JS
751,6,34105.96868177085,JS
751,7,35459.70304529947,JS
751,8,36742.8238015364,JS
751,9,36978.27810231178,JS
751,10,37607.65853282858,JS
751,11,38542.8348872542,JS
752,1,28655.612536181714,JS
752,2,29756.20077319196,JS
752,3,31171.81006361672,JS
752,4,31631.23717130458,JS
752,5,32831.54264264736,JS
752,6,34371.211630766025,JS
752,7,36123.44515203736,JS
752,8,37071.21860322502,JS
752,9,38148.63859570863,JS
752,10,38653.72811995791,JS
752,11,38781.268959009605,JS
753,1,29260.368450189955,JS
753,2,30318.287150079723,JS
753,3,31309.350123693122,JS
753,4,32642.332694203313,JS
753,5,34452.640691009336,JS
753,6,35672.7169402749,JS
753,7,36243.57815825966,JS
753,8,37196.23732516865,JS
753,9,38152.65278266447,JS
753,10,39645.175016067085,JS
753,11,40241.28523976907,JS
754,1,30807.603003748085,JS
754,2,31950.02772694492,JS
754,3,33326.96296554274,JS
754,4,33984.504955372155,JS
754,5,34145.808767336326,JS
754,6,36539.86978911735,JS
754,7,37169.90130859811,JS
754,8,38961.811301553294,JS
754,9,39307.89413582729,JS
754,10,40958.89737791848,JS
754,11,42277.03619848271,JS
755,1,30590.94685911829,JS
755,2,31121.80406810399,JS
755,3,31748.513984642705,JS
755,4,33484.74679708047,JS
755,5,34481.532024950124,JS
755,6,34792.13606815021,JS
755,7,35879.34936841738,JS
755,8,36239.5912698531,JS
755,9,36747.986775052945,JS
755,10,37598.16871854742,JS
755,11,38499.10092293504,JS
756,1,32740.504267526845,JS
756,2,33806.544983987464,JS
756,3,34425.03602055219,JS
756,4,35752.96835206198,JS
756,5,36266.44864376653,JS
756,6,37591.62923167626,JS
756,7,39396.60683448522,JS
756,8,40131.39362441289,JS
756,9,41747.89135955284,JS
756,10,42473.81074903428,JS
756,11,44349.44173753151,JS
757,1,30767.11514103137,JS
757,2,32269.80446061355,JS
757,3,33654.17124456943,JS
757,4,34713.68192213459,JS
757,5,35414.930790360464,JS
757,6,36505.24203974175,JS
757,7,37355.819830551,JS
757,8,38009.406711391646,JS
757,9,39013.211393267266,JS
757,10,40328.966245708,JS
757,11,41142.68006027439,JS
758,1,30833.690640040273,JS
758,2,31470.963857325176,JS
758,3,32144.62001153858,JS
758,4,33341.78346379546,JS
758,5,34914.475941825774,JS
758,6,35015.789328926425,JS
758,7,35172.90509703107,JS
758,8,35471.00802318928,JS
758,9,36500.056248904606,JS
758,10,37302.13410136575,JS
758,11,38837.859581990386,JS
759,1,29781.48290830458,JS
759,2,30956.18264725631,JS
759,3,31680.364574902913,JS
759,4,33078.12946938017,JS
759,5,33493.32789746309,JS
759,6,34899.0914569661,JS
759,7,35039.441420320065,JS
759,8,35732.034107168605,JS
759,9,37074.733412542395,JS
759,10,37115.95895053662,JS
759,11,37766.878241449085,JS
760,1,29529.937546074027,JS
760,2,30115.826910305386,JS
760,3,30952.462622362465,JS
760,4,32825.1077592424,JS
760,5,33989.89933723163,JS
760,6,35294.86440879719,JS
760,7,35616.955140015896,JS
760,8,36879.91649477044,JS
760,9,38465.87952498246,JS
760,10,39134.86793431029,JS
760,11,40439.64562076635,JS
761,1,28914.78823483515,JS
761,2,29999.874652137834,JS
761,3,30693.18891351795,JS
761,4,32044.992057496518,JS
761,5,32802.646333579534,JS
761,6,33106.67105423341,JS
761,7,34752.054706567134,JS
761,8,35079.440737060795,JS
761,9,36222.31545596385,JS
761,10,36988.58696422339,JS
761,11,38734.442755756354,JS
762,1,31222.823240883925,JS
762,2,32959.03947943367,JS
762,3,34473.090993345584,JS
762,4,36188.335849009374,JS
762,5,37123.149841793565,JS
762,6,37286.88417962322,JS
762,7,38690.579308522865,JS
762,8,40146.2788028136,JS
762,9,41680.918517013815,JS
762,10,43080.10593151357,JS
762,11,44056.92796106486,JS
763,1,28763.54266198999,JS
763,2,29518.632452272926,JS
763,3,29800.42188436499,JS
763,4,30535.330285364158,JS
763,5,31773.38373197478,JS
763,6,32375.72960324558,JS
763,7,33622.74868898045,JS
763,8,34188.65879747162,JS
763,9,34884.67307128414,JS
763,10,35878.728366892334,JS
763,11,36754.73890438355,JS
764,1,30401.845251933075,JS
764,2,31342.00937459749,JS
764,3,33658.886130116276,JS
764,4,35476.03882808541,JS
764,5,36283.236117070825,JS
764,6,37167.45208502066,JS
764,7,37536.241650007105,JS
764,8,38510.36225410157,JS
764,9,39238.779320648995,JS
764,10,39722.64275733818,JS
764,11,40974.55969252196,JS
765,1,31470.711636977856,JS
765,2,32516.484785617336,JS
765,3,33450.95661363191,JS
765,4,34632.43840270088,JS
765,5,35491.856009740484,JS
765,6,36451.26951989121,JS
765,7,37075.782269447205,JS
765,8,37293.26253136532,JS
765,9,38532.185012662565,JS
765,10,39353.89122874639,JS
765,11,39619.31397369279,JS
766,1,29919.71862476346,JS
766,2,30658.64978553222,JS
766,3,31482.39414093232,JS
766,4,31873.626029653093,JS
766,5,32962.24718897112,JS
766,6,34926.11027542077,JS
766,7,36899.50019294665,JS
766,8,38126.763719070965,JS
766,9,39843.35398411803,JS
766,10,40715.89096309312,JS
766,11,40816.75176546506,JS
767,1,30020.46541208655,JS
767,2,30601.417545118198,JS
767,3,30513.696147479164,JS
767,4,31430.212194121304,JS
767,5,33720.5011790721,JS
767,6,34661.69342322368,JS
767,7,35234.06511158639,JS
767,8,35592.52564772477,JS
767,9,36061.10836726645,JS
767,10,37249.254619519605,JS
767,11,37475.40731098323,JS
768,1,27630.94316077089,JS
768,2,28320.621201105612,JS
768,3,29699.20327954912,JS
768,4,30658.132976598576,JS
768,5,32002.90717717409,JS
768,6,32515.099182703783,JS
768,7,34002.91235205843,JS
768,8,35116.146733441936,JS
768,9,36490.317155466684,JS
768,10,37690.787109272314,JS
768,11,38278.51117925642,JS
769,1,29382.27517266995,JS
769,2,30731.225071421035,JS
769,3,31177.65440355083,JS
769,4,32422.71566385823,JS
769,5,32560.441785466533,JS
769,6,34186.51184500616,JS
769,7,35514.95745625532,JS
769,8,36336.25714280651,JS
769,9,37225.53338791676,JS
769,10,38221.21835050186,JS
769,11,39824.37356860412,JS
770,1,29535.443582869782,JS
770,2,30727.324855915394,JS
770,3,31436.948788361446,JS
770,4,32726.129395454285,JS
770,5,33609.19309237051,JS
770,6,34856.752064043605,JS
770,7,36234.65644915729,JS
770,8,36796.74523869383,JS
770,9,38219.45027562832,JS
770,10,39653.13484200603,JS
770,11,41266.68322101695,JS
771,1,30064.345515753375,JS
771,2,31367.939642066427,JS
771,3,32691.43773522293,JS
771,4,33928.748847544724,JS
771,5,35386.58264197869,JS
771,6,36940.194351952545,JS
771,7,37744.71054880661,JS
771,8,38548.03494606379,JS
771,9,39756.838487077155,JS
771,10,40904.256189138934,JS
771,11,42119.93029425144,JS
772,1,27889.640450182815,JS
772,2,28630.173550220636,JS
772,3,30005.64853109696,JS
772,4,30848.680050561896,JS
772,5,32293.15719123857,JS
772,6,33579.22533193717,JS
772,7,35194.85168882268,JS
772,8,36691.52368439278,JS
772,9,38423.921093664576,JS
772,10,39663.96667101833,JS
772,11,40939.02599886505,JS
773,1,29386.774046737013,JS
773,2,30208.464186869587,JS
773,3,31099.537237853103,JS
773,4,32566.86352556292,JS
773,5,32951.840326815,JS
773,6,34423.09650115599,JS
773,7,35785.6507889068,JS
773,8,37352.535900130446,JS
773,9,38648.33881784541,JS
773,10,39553.50617929832,JS
773,11,41958.308594592505,JS
774,1,28780.397414530944,JS
774,2,29226.01105131385,JS
774,3,30376.497203025385,JS
774,4,30826.50573278016,JS
774,5,31995.327280026475,JS
774,6,32826.09902419425,JS
774,7,33932.27511852135,JS
774,8,35046.6909547203,JS
774,9,35807.45054357331,JS
774,10,36224.52234462941,JS
774,11,36916.41648600932,JS
775,1,28672.4464470318,JS
775,2,30559.14764524043,JS
775,3,32129.010769331013,JS
775,4,33278.19468726652,JS
775,5,35152.622232966685,JS
775,6,36283.97923238331,JS
775,7,37190.706805779366,JS
775,8,37893.66303927307,JS
775,9,38905.34416609316,JS
775,10,40501.468404021456,JS
775,11,41831.033626950586,JS
776,1,28946.32745284046,JS
776,2,29622.979127580304,JS
776,3,30881.984640545612,JS
776,4,32552.248069049245,JS
776,5,33889.14574649784,JS
776,6,34736.37487771152,JS
776,7,36285.41980477168,JS
776,8,36955.07784608436,JS
776,9,37097.37170757766,JS
776,10,38848.216171289445,JS
776,11,39961.75680503727,JS
777,1,31043.371979733554,JS
777,2,32144.866333501326,JS
777,3,32834.16326297767,JS
777,4,33458.97093512152,JS
777,5,35308.968747437364,JS
777,6,36422.2937305646,JS
777,7,37349.25404732942,JS
777,8,37992.24204525825,JS
777,9,39594.858256807005,JS
777,10,41087.76528959295,JS
777,11,41632.882304227525,JS
778,1,31029.419048701926,JS
778,2,31084.8167231023,JS
778,3,32392.285631435814,JS
778,4,33547.27074067883,JS
778,5,34312.03953067912,JS
778,6,35764.14723565176,JS
778,7,36564.07550071136,JS
778,8,38363.43676789503,JS
778,9,39796.57286989654,JS
778,10,40909.096797957805,JS
778,11,42328.52368712193,JS
779,1,29932.002482590433,JS
779,2,30504.97710931227,JS
779,3,30680.442123066037,JS
779,4,32085.47530267737,JS
779,5,33396.21147290345,JS
779,6,34201.09803999647,JS
779,7,35869.18718651844,JS
779,8,36754.43273131003,JS
779,9,37325.16711151958,JS
779,10,37020.45185624678,JS
779,11,37572.607165578105,JS
780,1,29158.47535424289,JS
780,2,30225.532083381815,JS
780,3,30954.274984946802,JS
780,4,30559.040858974873,JS
780,5,31994.777183402733,JS
780,6,33862.40036986265,JS
780,7,34452.73802751878,JS
780,8,35111.90786234983,JS
780,9,35593.866564707816,JS
780,10,36381.94010658993,JS
780,11,36650.18245619287,JS
781,1,30298.20793391805,JS
781,2,30964.8495388633,JS
781,3,31078.114693873507,JS
781,4,32675.16277374487,JS
781,5,33128.16829809895,JS
781,6,33985.691867776455,JS
781,7,34936.35178927338,JS
781,8,35531.06768101769,JS
781,9,36430.06373353339,JS
781,10,37488.67882207539,JS
781,11,38416.921639502805,JS
782,1,31154.35826349328,JS
782,2,32559.125509511417,JS
782,3,33187.66105233421,JS
782,4,34154.18352882314,JS
782,5,35898.27006403773,JS
782,6,36113.1666837825,JS
782,7,37263.47118687347,JS
782,8,37826.643244922794,JS
782,9,39005.850040056815,JS
782,10,39654.70898360712,JS
782,11,40381.10622420631,JS
783,1,30037.51303185039,JS
783,2,31861.081779205288,JS
783,3,33018.33070921091,JS
783,4,33550.25804186331,JS
783,5,34134.050653185725,JS
783,6,35608.313997256046,JS
783,7,36328.248249255135,JS
783,8,36966.87314303584,JS
783,9,38343.20829110292,JS
783,10,39471.73499146763,JS
783,11,40115.362396064855,JS
784,1,29826.99451674161,JS
784,2,31522.809794988967,JS
784,3,32661.75643101606,JS
784,4,33275.19020305812,JS
784,5,33721.299277220896,JS
784,6,34358.18012685609,JS
784,7,35377.61984821664,JS
784,8,36563.757062759905,JS
784,9,37258.56961200198,JS
784,10,38007.48784652956,JS
784,11,38902.11969694413,JS
785,1,29709.90319709779,JS
785,2,30565.50690672757,JS
785,3,31461.746219359564,JS
785,4,32231.958324021885,JS
785,5,32456.389400140673,JS
785,6,32948.79442602664,JS
785,7,34258.75994913258,JS
785,8,34735.883032497404,JS
785,9,35895.84494642718,JS
785,10,36147.57076910127,JS
785,11,36525.04158373946,JS
786,1,29937.719886461404,JS
786,2,30578.10817646654,JS
786,3,31536.095531982715,JS
786,4,32288.353463530522,JS
786,5,33565.78273820123,JS
786,6,35297.090828299726,JS
786,7,35842.72707033335,JS
786,8,36675.22681544319,JS
786,9,37150.97530097032,JS
786,10,38149.20964854495,JS
786,11,39095.971382808406,JS
787,1,29115.64840140775,JS
787,2,30231.89498737837,JS
787,3,31707.409591536998,JS
787,4,33481.756943191365,JS
787,5,34930.78996243736,JS
787,6,35592.658711530894,JS
787,7,36499.42544367466,JS
787,8,37268.011454758125,JS
787,9,38814.89872065331,JS
787,10,40908.00320998464,JS
787,11,43121.910186674526,JS
788,1,31990.133124978078,JS
788,2,33359.64544418438,JS
788,3,35490.382593279086,JS
788,4,35618.59450500313,JS
788,5,37221.14247226508,JS
788,6,38650.961642394395,JS
788,7,39834.55780055374,JS
788,8,40575.32013144559,JS
788,9,40665.658739045684,JS
788,10,41757.71989876774,JS
788,11,43294.51750949096,JS
789,1,31266.180131530455,JS
789,2,32373.04132805476,JS
789,3,33533.18917977332,JS
789,4,33777.10867457536,JS
789,5,34924.3309114929,JS
789,6,36630.26511151511,JS
789,7,36797.25902136135,JS
789,8,37864.10854248894,JS
789,9,39635.18902354074,JS
789,10,39973.760274831075,JS
789,11,40383.132993697705,JS
790,1,27950.032233958704,JS
790,2,29058.733344338267,JS
790,3,30087.007174831364,JS
790,4,30602.367274172884,JS
790,5,32176.682959928592,JS
790,6,33058.94396455132,JS
790,7,33978.434072880584,JS
790,8,35033.656280629104,JS
790,9,35519.500779752234,JS
790,10,36795.40845629123,JS
790,11,38301.16910925066,JS
791,1,28900.395002778285,JS
791,2,29061.4430670026,JS
791,3,29943.227490320576,JS
791,4,30215.210898421956,JS
791,5,31138.626859588363,JS
791,6,32657.060924514084,JS
791,7,33531.47054262993,JS
791,8,34520.77087125513,JS
791,9,34802.87691152331,JS
791,10,36656.28965579992,JS
791,11,38090.273033174715,JS
792,1,28366.099445373067,JS
792,2,29347.74244240895,JS
792,3,31093.05697065338,JS
792,4,32347.33683858138,JS
792,5,33364.82081289506,JS
792,6,34107.203669605675,JS
792,7,35225.15155527356,JS
792,8,36461.71441866662,JS
792,9,36905.47504690692,JS
792,10,37236.13058010064,JS
792,11,38788.18480500223,JS
793,1,29578.206804228077,JS
793,2,30416.3719963313,JS
793,3,30778.97577766938,JS
793,4,31643.61730697915,JS
793,5,32488.945431529883,JS
793,6,34183.22861834149,JS
793,7,36106.00960404699,JS
793,8,37948.64366310615,JS
793,9,39771.69255744295,JS
793,10,40161.07255986797,JS
793,11,40717.70360922745,JS
794,1,30863.20001186253,JS
794,2,31396.80679957956,JS
794,3,32277.759663687903,JS
794,4,33594.416745576025,JS
794,5,34561.33182444674,JS
794,6,35706.416896652656,JS
794,7,37228.75699657991,JS
794,8,37561.26603793026,JS
794,9,38569.3688131902,JS
794,10,39000.25442757994,JS
794,11,40316.48547894074,JS
795,1,29388.694279493735,JS
795,2,30772.451143694103,JS
795,3,30956.670366472183,JS
795,4,32484.352688772746,JS
795,5,33391.650043995345,JS
795,6,33555.36955075899,JS
795,7,34330.87337503391,JS
795,8,36159.99708219144,JS
795,9,37331.74801146557,JS
795,10,38152.03988420701,JS
795,11,40035.7172962518,JS
796,1,29088.827901463002,JS
796,2,29810.124259346743,JS
796,3,30189.28771860815,JS
796,4,31474.76797382024,JS
796,5,33535.22658233522,JS
796,6,35345.28996747502,JS
796,7,35805.02315064312,JS
796,8,37290.37510348588,JS
796,9,39339.69238215615,JS
796,10,41356.84495887452,JS
796,11,42358.19033254405,JS
797,1,30638.625489060432,JS
797,2,32251.553236519394,JS
797,3,32751.85583821098,JS
797,4,32632.09473068536,JS
797,5,34301.80302220571,JS
797,6,35111.19679577033,JS
797,7,35777.41026026471,JS
797,8,36163.244285282184,JS
797,9,37142.6259533623,JS
797,10,39302.238725071475,JS
797,11,40550.43632769693,JS
798,1,30140.5054156544,JS
798,2,30737.917588189204,JS
798,3,31808.569842507342,JS
798,4,33088.57506060481,JS
798,5,33878.20734182701,JS
798,6,35167.28451437755,JS
798,7,36266.04521781875,JS
798,8,36752.40233472251,JS
798,9,38349.27345729524,JS
798,10,39079.9990435772,JS
798,11,39919.91009403931,JS
799,1,30137.238558166486,JS
799,2,32117.515431737054,JS
799,3,32830.575161608474,JS
799,4,34004.76458069618,JS
799,5,35298.846317673284,JS
799,6,36936.59360817879,JS
799,7,37103.592731213495,JS
799,8,38968.775657028214,JS
799,9,40129.43780637316,JS
799,10,41286.25251384317,JS
799,11,42122.74568848546,JS
800,1,30943.243395292764,JS
800,2,32257.163952873343,JS
800,3,33937.9850417683,JS
800,4,34676.725867481524,JS
800,5,35419.11698027307,JS
800,6,36859.81231275814,JS
800,7,37205.61809292162,JS
800,8,38966.98312851715,JS
800,9,39065.55362847709,JS
800,10,40209.76559006689,JS
800,11,41097.776569180845,JS
801,1,29596.528715943015,JS
801,2,30370.657129374446,JS
801,3,31219.243339705557,JS
801,4,31759.97036372425,JS
801,5,32894.7718358497,JS
801,6,34140.68027937226,JS
801,7,35674.50917661329,JS
801,8,36911.147473720055,JS
801,9,38079.90341231052,JS
801,10,38277.19984253821,JS
801,11,38302.20011200528,JS
802,1,29396.026523457815,JS
802,2,30854.707908982156,JS
802,3,31963.188496793642,JS
802,4,32554.63801033109,JS
802,5,33685.64827797328,JS
802,6,34074.665716830634,JS
802,7,35227.879872603204,JS
802,8,36138.14446609241,JS
802,9,37598.16640131041,JS
802,10,39140.09849103941,JS
802,11,39636.84507820246,JS
803,1,30159.278922520316,JS
803,2,31453.828416679542,JS
803,3,32734.301891342,JS
803,4,32804.73837409322,JS
803,5,33069.87405348402,JS
803,6,34053.813313549705,JS
803,7,34275.12439576072,JS
803,8,35124.09597635853,JS
803,9,36860.09258269744,JS
803,10,37770.315272844964,JS
803,11,38966.79143308019,JS
804,1,31763.639702564116,JS
804,2,32820.268165901965,JS
804,3,33456.17217535321,JS
804,4,35486.57891713432,JS
804,5,34346.2775460478,JS
804,6,34674.7756504024,JS
804,7,35891.66570912459,JS
804,8,36687.60418283964,JS
804,9,38115.60938500828,JS
804,10,39254.5229692478,JS
804,11,40404.26517027654,JS
805,1,29743.720959905135,JS
805,2,31204.098445279957,JS
805,3,32168.619030480168,JS
805,4,33402.03200060831,JS
805,5,34072.8381605353,JS
805,6,35537.26549630617,JS
805,7,37474.77877396105,JS
805,8,38031.91255063641,JS
805,9,39151.54657859063,JS
805,10,40908.37961809732,JS
805,11,41934.567335835876,JS
806,1,28890.633731569982,JS
806,2,29624.276877399338,JS
806,3,30527.49669162086,JS
806,4,31386.278947885465,JS
806,5,32325.29482588013,JS
806,6,33479.65848005107,JS
806,7,34826.41620185794,JS
806,8,35928.79285785337,JS
806,9,36405.15761743501,JS
806,10,36875.56575768855,JS
806,11,36947.34706344122,JS
807,1,28672.271535069685,JS
807,2,29694.990841923365,JS
807,3,30104.41495574351,JS
807,4,31617.83535385756,JS
807,5,33013.03068970931,JS
807,6,33651.76389165261,JS
807,7,34445.513509984026,JS
807,8,35956.43403777856,JS
807,9,36943.42971683679,JS
807,10,38294.85573714122,JS
807,11,39354.847017007065,JS
808,1,30378.43491501943,JS
808,2,30447.417679822058,JS
808,3,31716.654997752743,JS
808,4,33005.398606919276,JS
808,5,34345.29873083264,JS
808,6,36445.90740193062,JS
808,7,36955.369084606966,JS
808,8,37968.50524617139,JS
808,9,39285.49462221758,JS
808,10,40395.35877269399,JS
808,11,40696.21020857621,JS
809,1,29269.916625963233,JS
809,2,30726.957887653778,JS
809,3,31800.23286513858,JS
809,4,32906.915786359365,JS
809,5,34564.15343442836,JS
809,6,36327.86842983496,JS
809,7,37326.38364847528,JS
809,8,37954.00806289433,JS
809,9,38842.85128860593,JS
809,10,40135.91605192996,JS
809,11,40482.65071876018,JS
810,1,30427.42052560685,JS
810,2,31134.677949439367,JS
810,3,32781.90395352339,JS
810,4,33889.32838068356,JS
810,5,34916.69993808466,JS
810,6,35855.95699134683,JS
810,7,36590.45314429857,JS
810,8,38032.07980962272,JS
810,9,39056.260470212525,JS
810,10,39772.01628499264,JS
810,11,40452.98529941477,JS
811,1,30190.721071774336,JS
811,2,30908.735446272523,JS
811,3,31922.88745259594,JS
811,4,33194.48390687398,JS
811,5,34402.738505018126,JS
811,6,36351.66058217592,JS
811,7,37289.43539712393,JS
811,8,37899.75036912403,JS
811,9,38971.363991883256,JS
811,10,39444.78701570525,JS
811,11,39933.62994660619,JS
812,1,30240.688506313232,JS
812,2,31204.13788073082,JS
812,3,31811.68422811513,JS
812,4,32701.164113625902,JS
812,5,33114.36741321337,JS
812,6,34567.946759555336,JS
812,7,36288.738936237256,JS
812,8,37815.385340664754,JS
812,9,39202.29475683964,JS
812,10,39464.063281867275,JS
812,11,40418.02082779592,JS
813,1,31006.485919208764,JS
813,2,31861.086308475147,JS
813,3,32783.03501218396,JS
813,4,34666.04276648489,JS
813,5,35182.187205058144,JS
813,6,37083.20074396839,JS
813,7,38170.00162688212,JS
813,8,39008.360728208994,JS
813,9,39632.439164953306,JS
813,10,40253.85947645839,JS
813,11,42106.05693199108,JS
814,1,29507.027597325454,JS
814,2,30324.728993616405,JS
814,3,30664.36765713014,JS
814,4,31419.497408087882,JS
814,5,31882.12338450033,JS
814,6,32589.987471448563,JS
814,7,33271.47339842341,JS
814,8,34084.13941734046,JS
814,9,35946.17962726696,JS
814,10,36906.59437324769,JS
814,11,38010.06147888403,JS
815,1,28633.467220308466,JS
815,2,30347.055725013823,JS
815,3,31579.883743060193,JS
815,4,31707.007705132848,JS
815,5,32950.39232691123,JS
815,6,33834.913806361954,JS
815,7,34743.260914495615,JS
815,8,35833.20790481344,JS
815,9,36689.211350569094,JS
815,10,38858.324140018245,JS
815,11,39482.38284245759,JS
816,1,29649.56240777283,JS
816,2,30012.72075318895,JS
816,3,30555.099849075796,JS
816,4,31432.229481508803,JS
816,5,32825.36883357699,JS
816,6,33525.001846111816,JS
816,7,34107.32261210397,JS
816,8,35228.898935823534,JS
816,9,36515.14045057416,JS
816,10,37472.18036653309,JS
816,11,38711.51351700045,JS
817,1,30846.38371713801,JS
817,2,32882.56728680429,JS
817,3,34356.88240134169,JS
817,4,35230.93004533135,JS
817,5,36712.5840291237,JS
817,6,38056.957463709165,JS
817,7,39624.31181992181,JS
817,8,39833.88332241964,JS
817,9,41169.585202776645,JS
817,10,42059.482207172594,JS
817,11,42334.575738000356,JS
818,1,28254.158805745024,JS
818,2,29451.6274356631,JS
818,3,31139.467831023332,JS
818,4,31852.107080297432,JS
818,5,32338.906224225673,JS
818,6,33508.111757126964,JS
818,7,34486.19248088765,JS
818,8,36378.96303123687,JS
818,9,37620.28878278859,JS
818,10,38183.0565544639,JS
818,11,39884.34405401643,JS
819,1,29872.53967183038,JS
819,2,30170.370583843433,JS
819,3,30422.374401496865,JS
819,4,30253.383519345556,JS
819,5,31795.130328299416,JS
819,6,31940.17361177576,JS
819,7,33495.67856115225,JS
819,8,35198.1916472948,JS
819,9,36200.1005198011,JS
819,10,37595.73638002152,JS
819,11,38970.184104531734,JS
820,1,28983.647134978473,JS
820,2,29445.10136706737,JS
820,3,30444.46064422253,JS
820,4,30840.546483422193,JS
820,5,31775.17093753204,JS
820,6,32712.29552996616,JS
820,7,33281.71043417138,JS
820,8,34589.25431332115,JS
820,9,34850.03254934636,JS
820,10,35573.24072581659,JS
820,11,37820.27115638552,JS
821,1,31521.31051100547,JS
821,2,32947.66974140486,JS
821,3,34423.30516591807,JS
821,4,35394.730358976194,JS
821,5,36932.89981515553,JS
821,6,38842.63296788986,JS
821,7,40066.232840192126,JS
821,8,40945.546029064106,JS
821,9,41453.023980467675,JS
821,10,42146.88092217916,JS
821,11,43318.09383346524,JS
822,1,27915.06530751862,JS
822,2,28755.420369604584,JS
822,3,30175.02907630914,JS
822,4,31034.840270401153,JS
822,5,31781.136871220304,JS
822,6,34029.14300113498,JS
822,7,34914.02042973991,JS
822,8,35890.5222217362,JS
822,9,36596.57426350939,JS
822,10,37974.295414527565,JS
822,11,38443.07181402936,JS
823,1,31026.93128138796,JS
823,2,32118.17999670098,JS
823,3,32843.85958819233,JS
823,4,34592.69472289342,JS
823,5,36148.378157209634,JS
823,6,37785.06766957705,JS
823,7,37899.41087125486,JS
823,8,39291.05739956656,JS
823,9,39715.336280032236,JS
823,10,41281.4391355581,JS
823,11,42932.0858052949,JS
824,1,29970.39220433154,JS
824,2,31171.000264823342,JS
824,3,32066.162018881132,JS
824,4,32441.85713626767,JS
824,5,33061.114551871666,JS
824,6,33872.92754875052,JS
824,7,34407.444081027556,JS
824,8,35712.15766771297,JS
824,9,36541.95006922094,JS
